model,inference_ms,fps,frame_count
Faster R-CNN,1736.863613128662,0.5757504460575759,10
Faster R-CNN,2270.759105682373,0.44038136740158335,20
Faster R-CNN,1823.9989280700684,0.548245936228744,30
Faster R-CNN,1928.457260131836,0.5185492158284268,40
