model,inference_ms,fps,frame_count
Faster R-CNN,1651.8962383270264,0.6053648993188334,10
Faster R-CNN,1596.008062362671,0.626563250889621,20
Faster R-CNN,1818.5040950775146,0.5499025285160958,30
Faster R-CNN,1847.5496768951416,0.5412574354593419,40
Faster R-CNN,1833.2791328430176,0.5454706716970139,50
Faster R-CNN,1688.3389949798584,0.5922981125078675,60
